,ds,y,Lag_Trend_tmax_12,Lag_Trend_tmax_24,Lag_Trend_af_12,Lag_Trend_rain_24,Lag_Trend_sun_24,Lag_Trend_O3_24,Lag_Trend_SO2_24
186,2017-01-01,6.793008333333333,15.8625,15.979166666666666,1.25,50.62499999999999,56.45416666666665,14.731797274516234,8.382096828450354
187,2017-02-01,6.683929166666666,15.979166666666666,15.9125,1.25,52.333333333333336,56.19583333333333,14.418160397836123,8.478160827106267
188,2017-03-01,6.538933333333333,16.241666666666664,15.812499999999998,1.25,54.766666666666666,55.287499999999994,14.316704715320446,8.672831411428996
189,2017-04-01,6.476741666666666,16.404166666666665,15.616666666666665,1.25,54.891666666666666,60.208333333333336,14.414359872298492,8.848856318108359
190,2017-05-01,6.393408333333333,16.287499999999998,15.579166666666666,1.2916666666666665,50.041666666666664,63.0,14.746043000341354,8.919773905921978
191,2017-06-01,6.393408333333333,16.020833333333332,15.804166666666665,1.625,46.766666666666666,60.50000000000001,14.974530389136904,8.97125234330997
192,2017-07-01,6.393408333333333,15.795833333333333,16.020833333333332,2.333333333333333,47.30833333333333,58.675,14.994126761784756,8.93580889796947
193,2017-08-01,6.393408333333333,15.741666666666665,16.10833333333333,2.583333333333333,48.0,59.329166666666666,15.028308423115217,8.91266510112716
194,2017-09-01,6.212854166666666,15.908333333333333,16.129166666666666,2.2916666666666665,50.24999999999999,59.55833333333332,15.15946508724586,8.831264394002595
195,2017-10-01,5.996520833333333,16.145833333333332,15.974999999999998,2.1666666666666665,53.575,61.24583333333333,15.193975058273338,8.716453507241841
196,2017-11-01,6.2206874999999995,16.275,15.916666666666666,2.1666666666666665,55.65,63.8125,15.740904339336659,8.534769250745427
197,2017-12-01,6.704441666666667,16.44583333333333,15.912500000000001,2.1666666666666665,59.81666666666666,59.99583333333333,16.112209648756462,8.348527432327716
198,2018-01-01,7.4873625,16.575,15.8625,2.1666666666666665,60.87499999999999,55.7375,15.729006985506013,8.211054250222727
199,2018-02-01,8.343033333333333,16.454166666666666,15.979166666666666,2.1666666666666665,54.583333333333336,54.08749999999999,15.774039408221068,8.025774427194053
200,2018-03-01,8.6863875,16.208333333333332,16.241666666666664,2.1666666666666665,50.291666666666664,51.05,15.901845932843974,7.9210315733074035
201,2018-04-01,8.816516666666667,16.124999999999996,16.404166666666665,2.1666666666666665,49.20833333333333,45.68333333333333,15.734696526687316,7.832658384519321
202,2018-05-01,8.899849999999999,16.2,16.287499999999998,2.125,50.041666666666664,44.06249999999999,15.693055772151025,7.688363853138647
203,2018-06-01,8.899849999999999,16.162499999999998,16.020833333333332,2.0833333333333335,50.42499999999999,46.97083333333333,15.390489036991976,7.662329831390588
204,2018-07-01,8.899849999999999,16.187499999999996,15.795833333333333,1.5,48.608333333333334,48.21249999999999,14.954546245773338,7.68440737003306
205,2018-08-01,8.899849999999999,16.137499999999996,15.741666666666665,1.3749999999999998,47.766666666666666,46.99166666666667,14.67295693047302,7.594182932748386
